date,business_name,comment,longitude,latitude,status
2017-02-18 20:54:59+00:00,Shin-Sen-Gumi Yakitori Izakaya - West L.A.,,-118.449145,34.046994,Displayed
2017-10-11 04:23:25+00:00,Kippy's Ice Cream Shop,,-118.478462,33.996849,Displayed
2017-11-14 03:20:41+00:00,Kippy's Ice Cream Shop,,-118.478468,33.996828,Displayed
2018-01-20 08:34:37+00:00,Milk Tavern,,-118.308877,34.064488,Displayed
2018-04-21 20:51:20+00:00,Junbi Matcha & Tea - Westwood,,-118.447691,34.062437,Displayed
2018-08-06 02:37:15+00:00,So Gong Dong Tofu House,Hanging out with friends!,-122.125245,37.41369,Displayed
2018-08-08 19:38:19+00:00,wonderful,Work lunch!,-122.391501,37.600531,Displayed
2018-08-08 20:42:19+00:00,Bambu,Post work lunch boba!,-122.389952,37.600394,Displayed
2018-08-13 20:01:06+00:00,Ben Tre Vietnamese Homestyle Cuisine,Work lunch!,-122.390129,37.60063,Displayed
2018-08-13 20:02:21+00:00,Bambu,Post work lunch boba,-122.389846,37.600423,Displayed
2018-08-14 03:08:48+00:00,Ben Tre Vietnamese Homestyle Cuisine,Hanging out with friends! Second time at Ben Tre in one day!,-122.323795,37.566078,Displayed
2018-08-14 03:52:03+00:00,Sharetea,Post dinner boba!,-122.322689,37.566164,Displayed
2018-08-14 19:40:51+00:00,Little Lucca,Work lunch,-122.38446,37.594099,Displayed
2018-08-14 20:21:45+00:00,Tiger Tea & Juice - Burlingame,,-122.384276,37.593933,Displayed
2018-08-15 19:29:39+00:00,wonderful,Here to see anil off before the wedding!,-122.391363,37.600679,Displayed
2018-08-15 20:22:48+00:00,Bambu,Boba!,-122.389937,37.600382,Displayed
2018-08-16 02:11:05+00:00,Sushi Sam's Edomata,Dinner!,-122.322791,37.56516,Displayed
2018-08-16 03:34:45+00:00,Cha Express,Boba!,-122.32279,37.565129,Displayed
2018-08-16 19:46:23+00:00,The Counter San Mateo,Work lunch!,-122.298057,37.535687,Displayed
2018-08-17 03:17:00+00:00,Himawari,Ramen!,-122.323791,37.56574,Displayed
2018-08-17 19:44:41+00:00,Little Sichuan,Work lunch!,-122.322349,37.563758,Displayed
2018-08-17 20:49:59+00:00,Chatime,Boba!,-122.322921,37.564039,Displayed
2018-08-19 03:15:34+00:00,Tín On Spear,Food,-122.421985,37.7653,Displayed
2018-08-19 19:26:28+00:00,San Tung,Wings,-122.468986,37.763671,Displayed
2018-08-19 21:41:56+00:00,Home Coffee Roasters,Coffee!,-122.481028,37.782224,Displayed
2018-08-20 03:11:13+00:00,Peony Seafood Restaurant,Dinner banquet,-122.271503,37.8008,Displayed
2018-08-20 20:13:31+00:00,The Burrow,Boba guys,-122.403079,37.683486,Displayed
2018-08-23 20:28:10+00:00,The Burrow,Boba,-122.403034,37.683514,Displayed
2018-08-24 19:38:52+00:00,Blue Line Pizza,Work lunch!,-122.345858,37.579807,Displayed
2018-08-24 20:39:12+00:00,i-Tea,Boba!,-122.34688,37.580137,Displayed
2018-08-25 18:26:26+00:00,Grand Palace Seafood Restaurant 富源酒家,Dim sum with family!,-122.411521,37.655393,Displayed
2018-08-26 03:02:07+00:00,Ben Tre Vietnamese Homestyle Cuisine,Dinner!,-122.323911,37.565965,Displayed
2018-08-28 19:48:16+00:00,Mom's Tofu House,Work lunch!,-122.409015,37.654664,Displayed
2018-08-28 20:46:58+00:00,BeauTea,Post work lunch boba!,-122.412013,37.65554,Displayed
2018-08-29 18:44:15+00:00,wonderful,Work lunch!,-122.391423,37.600679,Displayed
2018-08-29 19:34:21+00:00,Bambu,Post work lunch boba!,-122.389797,37.600537,Displayed
2018-08-30 02:05:42+00:00,Saigon City,Dinner!,-122.321014,37.566588,Displayed
2018-08-30 19:29:36+00:00,Ben Tre Vietnamese Homestyle Cuisine,Work lunch!,-122.323846,37.566097,Displayed
2018-08-31 19:33:54+00:00,Bangkok Patio,Work lunch!,-122.319741,37.567303,Displayed
2018-09-03 02:29:18+00:00,Himawari,Dinner!,-122.323909,37.565824,Displayed
2018-09-03 21:11:48+00:00,Hummus Mediterranean Kitchen,Post movie lunch!,-122.322815,37.563899,Displayed
2018-09-04 19:55:21+00:00,Happy Lemon,Work boba!,-122.41752,37.637182,Displayed
2018-09-05 20:00:33+00:00,The Burrow,Work boba!,-122.403069,37.683426,Displayed
2018-09-06 02:15:04+00:00,Triple Rock Brewery & Ale House,Trivia!,-122.268555,37.873479,Displayed
2018-09-07 19:54:06+00:00,Taqueria San Bruno,Work lunch!,-122.411405,37.635211,Displayed
2018-09-10 19:34:16+00:00,wonderful,Work lunch!,-122.391459,37.600676,Displayed
2018-09-10 20:42:56+00:00,Bambu,Post work lunch boba!,-122.389823,37.600588,Displayed
2018-09-11 20:32:38+00:00,The Burrow,Work boba!,-122.403127,37.683401,Displayed
2018-09-13 19:47:41+00:00,Dumpling Empire,Work lunch!,-122.40881,37.654609,Displayed
2018-09-13 20:33:54+00:00,BeauTea,Post work lunch boba!,-122.412052,37.655658,Displayed
2018-09-14 19:51:20+00:00,Crepevine Restaurants,Last work lunch!,-122.347608,37.578496,Displayed
2018-09-14 20:36:21+00:00,Happy Lemon,Last post work lunch boba!,-122.348412,37.577331,Displayed
2018-09-17 18:25:01+00:00,Ramen Dojo,Lunch!,-122.318533,37.562152,Displayed
2018-09-18 02:13:11+00:00,Hummus Mediterranean Kitchen,Dinner!,-122.32267,37.563861,Displayed
2018-09-18 03:17:32+00:00,Gong Cha,Boba!,-122.32383,37.566925,Displayed
2018-09-18 04:08:07+00:00,The Great Entertainer,Pool!,-122.309426,37.547704,Displayed
2018-09-22 21:40:47+00:00,Gum Kuo Restaurant,Post Yosemite trip lunch!,-122.271602,37.800666,Displayed
2018-09-24 00:32:18+00:00,Fat Wong's Kitchen,Family dinner!,-122.406386,37.615771,Displayed
2018-09-25 00:11:16+00:00,Daikokuya - Sawtelle,Dinner with the parents!,-118.440842,34.037991,Displayed
2018-09-26 04:14:44+00:00,Salt & Straw,Ice cream!,-118.385583,34.084177,Displayed
2018-09-26 20:21:06+00:00,Chick-fil-A,Free 8 count nuggets!,-118.445348,34.063597,Displayed
2018-09-28 06:38:26+00:00,El Chato Taco Truck,Tacos!,-118.450369,34.064804,Displayed
2018-09-29 02:27:21+00:00,Kansha Creamery,Pre beacon ice cream!,-118.30936,33.862783,Displayed
2018-09-29 09:01:18+00:00,Louis Burgers IV,Post beacon food!,-118.448212,34.06432,Displayed
2018-09-30 04:00:25+00:00,Leo's Tacos Truck,Tacos!,-118.345823,34.046251,Displayed
2018-09-30 05:19:36+00:00,Wanderlust Creamery,Ice cream!,-118.46542,33.999921,Displayed
2018-09-30 18:37:08+00:00,Pho So 1,After church lunch!,-118.308821,33.888925,Displayed
2018-10-03 05:38:59+00:00,BJ's Restaurant & Brewhouse,Tuesday pizookies!,-118.447258,34.062842,Displayed
2018-10-04 16:22:16+00:00,El Chato Taco Truck,Tacos x8!,-118.444731,34.067011,Displayed
2018-10-05 23:32:11+00:00,It's Boba Time,Boba!,-118.446775,34.062654,Displayed
2018-10-07 06:12:52+00:00,Seoul House of Tofu,Post football game food!,-118.448365,34.064318,Displayed
2018-10-07 18:31:58+00:00,Da Maat,Post church lunch!,-118.335577,33.822577,Displayed
2018-10-11 01:18:18+00:00,Chick-fil-A,Bogo!,-118.44502,34.063461,Displayed
2018-10-13 04:36:39+00:00,Lotus Tea Lounge,Beacon boba!,-118.328987,33.821646,Displayed
2018-10-13 19:15:10+00:00,El Chato Taco Truck,,-118.448104,34.064356,Displayed
2018-10-16 04:26:28+00:00,Honeyboba,Boba/dessert!,-118.454038,34.04474,Displayed
2018-10-16 22:02:09+00:00,AYCE Gogi - VAN NUYS,Kbbq with the parents!,-118.447883,34.200095,Displayed
2018-10-20 01:39:39+00:00,Kansha Creamery,Pre feed my starving children ice cream!,-118.309441,33.862857,Displayed
2018-10-20 05:14:13+00:00,Killer Noodle,Excited to lose all feeling in my face,-118.442973,34.040328,Displayed
2018-10-20 07:14:56+00:00,Noble Tea,Boba!,-118.448253,34.064347,Displayed
2018-10-21 07:26:28+00:00,Tsujita LA Artisan Noodle,Post football game ramen!,-118.442602,34.039619,Displayed
2018-10-21 19:59:36+00:00,Tsujita LA Artisan Noodle,After church lunch!,-118.442615,34.039525,Displayed
2018-10-21 23:58:43+00:00,Noble Tea,Post lunch boba!,-118.448196,34.064322,Displayed
2018-10-25 06:45:18+00:00,Daikokuya - Sawtelle,Post retreat team food! Our waiter understands!,-118.441295,34.037775,Displayed
2018-10-27 02:42:13+00:00,Kansha Creamery,Pre beacon ice cream!,-118.309383,33.862699,Displayed
2018-10-27 21:58:56+00:00,Kura Revolving Sushi Bar,Beautiful!,-118.441868,34.039083,Displayed
2018-10-28 20:02:53+00:00,Seoul House of Tofu,After church lunch!,-118.442565,34.039429,Displayed
2018-10-31 05:34:46+00:00,BJ's Restaurant & Brewhouse,Tuesday pizookies but chips and guac instead!,-118.447294,34.062966,Displayed
2018-11-03 02:47:42+00:00,Kansha Creamery,Pre beacon ice cream!,-118.309354,33.862746,Displayed
2018-11-04 03:03:41+00:00,BIBIBOP Asian Grill,Free playful!,-118.44815,34.064222,Displayed
2018-11-04 04:02:46+00:00,It's Boba Time,Boba with Pedro!,-118.446851,34.062513,Displayed
2018-11-04 21:56:58+00:00,Killer Noodle,Post lunch lunch!,-118.442837,34.040379,Displayed
2018-11-05 02:23:54+00:00,Marugame Udon,Dinner!,-118.443118,34.040158,Displayed
2018-11-07 18:33:22+00:00,Chick-fil-A,Free sandwich from basketball game!,-118.445058,34.063589,Displayed
2018-11-08 08:59:32+00:00,Volcano Tea House,Post retreat team meeting hangout!,-118.44813,34.064259,Displayed
2018-11-08 08:59:55+00:00,Saffron & Rose Persian Ice Cream,Free ice cream from hooked!,-118.448252,34.064198,Displayed
2018-11-10 05:15:33+00:00,Milk Bar,Pedro wants to spend $100!,-118.345397,34.083186,Displayed
2018-11-11 22:46:41+00:00,Aloha Platez & Shave Ice,After church lunch!,-118.448244,34.064336,Displayed
2018-11-13 01:45:59+00:00,Hae Jang Chon,Kbbq!,-118.30606,34.063854,Displayed
2018-11-14 07:50:23+00:00,BJ's Restaurant & Brewhouse,Tuesday pizookies but chips and guacamole instead!,-118.447315,34.062929,Displayed
2018-11-17 03:41:30+00:00,McDonald's,Pre beacon food!,-118.326801,33.865952,Displayed
2018-11-18 02:44:27+00:00,Hangari Kalguksu,Post ucla usc football game!,-118.297707,34.06288,Displayed
2018-11-19 06:20:07+00:00,Salt & Straw,Trying to fix my car battery ice cream! -yesterday,-118.448204,34.064347,Displayed
2018-11-19 22:52:34+00:00,Boba Guys,Paying off my debts! And testing my car battery!,-118.387393,34.027651,Displayed
2018-11-20 19:53:20+00:00,Chick-fil-A,Free chick fil a!,-118.448233,34.064199,Displayed
2018-11-21 06:48:08+00:00,BJ's Restaurant & Brewhouse,Tuesday chips and guac!,-118.447404,34.062994,Displayed
2018-11-24 02:53:22+00:00,Saigon City,Number 29 extra large pho!!,-122.320872,37.56633,Displayed
2018-11-25 08:39:02+00:00,BJ's Restaurant & Brewhouse,Beer!,-122.382541,37.600803,Displayed
2018-11-25 08:39:33+00:00,In-N-Out Burger,Burgers!,-122.382461,37.600816,Displayed
2018-11-28 06:39:29+00:00,BJ's Restaurant & Brewhouse,Chips and guac!,-118.447222,34.062915,Displayed
2018-11-29 07:59:19+00:00,JJUKKU JJUKKU BBQ,Retreat team kbbq!,-118.297761,34.062244,Displayed
2018-12-01 03:37:17+00:00,Junbi Matcha & Tea - Westwood,Boba!,-118.447629,34.062367,Displayed
2018-12-01 06:26:28+00:00,Lamonica's NY Pizza,Late night pizza!,-118.446733,34.06084,Displayed
2018-12-01 21:42:59+00:00,Roscoe's House of Chicken & Waffles,First time in a long time!,-118.36724,33.962004,Displayed
2018-12-02 04:49:39+00:00,Broxton Brewery & Public House,Biscuits!,-118.445094,34.061919,Displayed
2018-12-02 20:28:05+00:00,Daikokuya - Sawtelle,Post lunch ramen!,-118.441137,34.037658,Displayed
2018-12-05 06:12:27+00:00,BJ's Restaurant & Brewhouse,Chips and guac!,-118.447259,34.062957,Displayed
2018-12-08 04:31:33+00:00,Salt & Straw,Post first fridays!,-118.46603,33.990723,Displayed
2018-12-09 20:19:42+00:00,Chipotle Mexican Grill,Post church food!,-118.464599,34.05366,Displayed
2018-12-13 03:38:38+00:00,Chick-fil-A,Bogo!,-118.448408,34.064288,Displayed
2018-12-13 23:27:27+00:00,Percolate,Post finals boba!,-118.459653,34.041678,Displayed
2018-12-14 09:59:48+00:00,Chick-fil-A,Bogo milkshakes!,-118.448437,34.064341,Displayed
2018-12-15 03:38:00+00:00,Fat Wong's Kitchen,Winter break dinner!,-122.387489,37.598286,Displayed
2018-12-16 01:25:00+00:00,Tai Wu,Good food!,-122.390786,37.60195,Displayed
2018-12-18 02:14:48+00:00,Ben Tre Vietnamese Homestyle Cuisine,Food before a movie!,-122.322604,37.565575,Displayed
2018-12-19 08:02:15+00:00,BJ's Restaurant & Brewhouse,Pizookies!,-122.282743,37.560856,Displayed
2018-12-19 21:19:38+00:00,Seapot Hot Pot & KBBQ,Revolving hot pot!,-122.311095,37.548589,Displayed
2018-12-20 04:48:02+00:00,Super Duper Burgers,Super burger!,-122.404147,37.787071,Displayed
2018-12-20 20:03:50+00:00,The Bird,Fried chicken sandwich!,-122.403263,37.788035,Displayed
2018-12-20 23:06:36+00:00,Boba Guys,Boba!,-122.407185,37.789977,Displayed
2018-12-21 06:17:58+00:00,GINTO Izakaya Japonaise,Happy hour food!,-122.402717,37.788425,Displayed
2018-12-22 17:16:16+00:00,Happy Donuts,Cronut holes!,-122.360939,37.545936,Displayed
2018-12-23 22:50:16+00:00,San Tung,Wings!,-122.469381,37.764223,Displayed
2018-12-24 00:45:23+00:00,Happy Lemon,Boba!,-122.266884,37.559129,Displayed
2018-12-27 21:48:05+00:00,San Tung,Here for Toby!,-122.469016,37.763857,Displayed
2018-12-27 23:42:53+00:00,Bi-Rite Creamery,Ice cream with Toby!,-122.425648,37.761457,Displayed
2018-12-28 04:29:07+00:00,Himawari,Just a beer,-122.323692,37.565802,Displayed
2018-12-29 04:37:08+00:00,Moonstar,With the parents,-122.360894,37.545873,Displayed
2018-12-29 20:42:17+00:00,Grand Palace Seafood Restaurant 富源酒家,Dim sum with the family,-122.411574,37.655334,Displayed
2018-12-31 02:54:18+00:00,Izzy's on the Peninsula,Family dinner!,-122.254484,37.513733,Displayed
2019-01-02 20:34:18+00:00,Sweet Maple,Brunch with Jluu,-122.434998,37.785809,Displayed
2019-01-03 21:36:29+00:00,wonderful,For the green onion pancakes,-122.391433,37.60065,Displayed
2019-01-03 22:36:47+00:00,T4,Da boba boys,-122.392076,37.601207,Displayed
2019-01-04 20:23:08+00:00,Old Town Sushi,Food!,-122.324192,37.566864,Displayed
2019-01-04 21:28:08+00:00,Boba Guys,Da boba guy,-122.256976,37.502819,Displayed
2019-01-05 21:56:38+00:00,El Dollar Taqueria,Tacos on 5,-119.659673,35.618313,Displayed
2019-01-06 04:49:29+00:00,Seoul House of Tofu,Back at ucla food,-118.442609,34.039274,Displayed
2019-01-06 20:02:47+00:00,Da Maat,Post church lunch!,-118.335537,33.822626,Displayed
2019-01-07 08:28:35+00:00,Killer Noodle,Crying on 2-2,-118.448312,34.064335,Displayed
2019-01-08 20:01:23+00:00,Rocco's Tavern,Trivia night,-118.442427,34.069945,Displayed
2019-01-09 06:40:11+00:00,BJ's Restaurant & Brewhouse,Chips and guac,-118.447147,34.062943,Displayed
2019-01-10 09:19:37+00:00,Denny's,Post retreat meeting,-118.448274,34.064272,Displayed
2019-01-12 03:21:34+00:00,Chef Kang Food Rehab,No beacon so food!!,-118.292135,34.067265,Displayed
2019-01-13 21:49:52+00:00,Bruxie,Post church food!,-118.492733,34.014314,Displayed
2019-01-14 04:08:45+00:00,Chipotle Mexican Grill,Bogo!,-118.464945,34.053559,Displayed
2019-01-16 04:32:19+00:00,Rocco's Tavern,Trivia night,-118.448581,34.064003,Displayed
2019-01-16 06:19:27+00:00,BJ's Restaurant & Brewhouse,Chips and guac,-118.447257,34.062835,Displayed
2019-01-18 04:58:56+00:00,Marugame Udon,Food!!,-118.443073,34.040162,Displayed
2019-01-18 06:07:37+00:00,Noble Tea,Boba boba,-118.442715,34.039331,Displayed
2019-01-19 19:23:35+00:00,Jasmine Seafood Restaurant,Before retreat dim sum!!!!!!!!!!!!!,-117.154967,32.823788,Displayed
2019-01-21 20:50:16+00:00,Tofu House,Post retreat food. I’m kinda tired tbh,-117.155841,32.825199,Displayed
2019-01-21 23:41:41+00:00,7 Leaves Cafe,Coffee because I am still tired :(,-117.771416,33.687556,Displayed
2019-01-24 00:29:20+00:00,BIBIBOP Asian Grill,Bogo,-118.446385,34.061655,Displayed
2019-01-26 03:34:37+00:00,Kansha Creamery,Ice cream!!!,-118.309286,33.862842,Displayed
2019-01-27 06:12:06+00:00,Salt & Straw,Post basketball game ice cream!!!,-118.466057,33.990819,Displayed
2019-01-29 02:36:30+00:00,Chick-fil-A,Free basketball game chick fil a,-118.445052,34.063463,Displayed
2019-01-30 03:09:26+00:00,Meat Love Korean BBQ,Meat!,-118.309274,34.04966,Displayed
2019-01-30 05:32:57+00:00,Salt & Straw,Post kbbq ice cream,-118.32339,34.075839,Displayed
2019-02-02 05:17:28+00:00,Shojin,Happy birthday @elizabeth!,-118.428582,33.996931,Displayed
2019-02-02 06:53:27+00:00,Ginger’s Divine Ice Creams,Ice cream! It’s huge!,-118.431297,33.996768,Displayed
2019-02-03 03:56:14+00:00,Han Bat Sul Lung Tang,"With the best people ever! Thanks for sharing tears, laughs, stress, and fun.",-118.309011,34.062272,Displayed
2019-02-03 07:21:01+00:00,Ginger’s Divine Ice Creams,Ice cream 2 days in a row,-118.448512,34.064324,Displayed
2019-02-08 16:59:50+00:00,El Chato Taco Truck,4 tacos!,-118.448158,34.064219,Displayed
2019-02-09 21:50:54+00:00,El Chato Taco Truck,2 taco 1 burrito,-118.448138,34.064279,Displayed
2019-02-10 20:27:10+00:00,Flaming Pot,“Hanging our with friends!”,-118.440632,34.03758,Displayed
2019-02-12 06:35:14+00:00,Carmela Ice Cream,Ice cream club!,-118.362307,34.071337,Displayed
2019-02-17 04:01:55+00:00,Mansoo Korean BBQ,KBBQ with Bryan,-118.303958,34.057832,Displayed
2019-02-17 20:14:11+00:00,Sea Empress Seafood Restaurant,Dim sum post church with usc!,-118.305393,33.889161,Displayed
2019-02-17 21:03:17+00:00,Happy Lemon,Boba post church,-118.305465,33.8887,Displayed
2019-02-18 16:34:11+00:00,Yangji Gamjatang,Post sunrise hike food,-118.297441,34.063076,Displayed
2019-02-19 22:41:20+00:00,BIBIBOP Asian Grill,Bogo,-118.448106,34.064293,Displayed
2019-02-20 06:13:13+00:00,BJ's Restaurant & Brewhouse,Chips and guac!,-118.447139,34.063043,Displayed
2019-02-23 23:04:13+00:00,Le Diplomate Cafe,Basketball tournament food,-117.83817,33.650547,Displayed
2019-02-24 06:14:02+00:00,Pho 79 Restaurant,Post aacf tournament pho,-117.955076,33.738148,Displayed
2019-02-24 06:14:25+00:00,7 Leaves Cafe,Boba!,-117.955073,33.738121,Displayed
2019-02-24 20:20:52+00:00,The Bombay Frankie Company,Gas station Indian food!,-118.448056,34.046943,Displayed
2019-02-26 07:56:17+00:00,Rocco's Tavern,Trivia!!,-118.448111,34.062657,Displayed
2019-02-27 04:56:47+00:00,Meat Love Korean BBQ,Ayce bbq Vegetables,-118.44408,34.062731,Displayed
2019-03-01 05:26:52+00:00,Killer Noodle,Killlerrrrr noooodle,-118.44278,34.040312,Displayed
2019-03-01 21:18:11+00:00,Chick-fil-A,Basketball gamr,-118.445088,34.063375,Displayed
2019-03-02 05:03:57+00:00,Honey's Kettle Fried Chicken,Lots of chicken,-118.395439,34.023152,Displayed
2019-03-02 18:25:37+00:00,Headlines Diner And Grill,Brunch,-118.446167,34.060393,Displayed
2019-03-04 04:50:58+00:00,Father's Office,SASS hangout!,-118.4313,33.996757,Displayed
2019-03-04 05:01:05+00:00,Ginger’s Divine Ice Creams,Sass hangout ice cream,-118.431299,33.996707,Displayed
2019-03-06 02:30:09+00:00,Guelaguetza Restaurante,Valerie’s extravagant meetup!,-118.30088,34.052435,Displayed
2019-03-06 04:58:02+00:00,California Donuts,Donuts with valerie,-118.443632,34.062924,Displayed
2019-03-06 04:58:33+00:00,Cork And Tap Beer And Wine Bar,Last step of extravagant meetup with valerie,-118.443669,34.062845,Displayed
2019-03-07 07:55:06+00:00,Leo's Tacos Truck,4!,-118.409793,34.030494,Displayed
2019-03-09 04:38:30+00:00,Shabu Hyang,Ayce Shabu shabu,-118.309735,34.062241,Displayed
2019-03-09 06:01:06+00:00,Wanderlust Creamery,Cream ice,-118.465423,33.999854,Displayed
2019-03-09 19:51:44+00:00,Ocean Star Restaurant,Dim sum!!!!,-118.134528,34.064287,Displayed
2019-03-09 23:54:37+00:00,Half & Half Tea Express,Boba,-118.44815,34.06431,Displayed
2019-03-11 04:38:03+00:00,Honey Boba,Boba boyz,-118.453964,34.044756,Displayed
2019-03-11 23:11:18+00:00,BIBIBOP Asian Grill,Bogo,-118.446813,34.061962,Displayed
2019-03-13 05:41:42+00:00,BJ's Restaurant & Brewhouse,Pizookies,-118.447085,34.062898,Displayed
2019-03-13 05:41:59+00:00,Rocco's Tavern,Trivia last nught,-118.447121,34.062925,Displayed
2019-03-16 01:11:40+00:00,Pomodoro Trattoria,Me and amos eating bread,-118.442002,34.055244,Displayed
2019-03-16 01:42:22+00:00,Saffron & Rose Persian Ice Cream,Bogo ice cream,-118.442107,34.055422,Displayed
2019-03-17 02:23:32+00:00,Flaming Pot,Mandi,-118.440604,34.037634,Displayed
2019-03-23 20:29:12+00:00,El Dollar Taqueria,Taco break on the way home!,-119.659651,35.618306,Displayed
2019-03-23 23:29:28+00:00,Pekoe,Hannah’s favorite boba place!,-121.790206,37.314576,Displayed
2019-03-25 05:33:16+00:00,China Village Seafood Restaurant,Dim sum with the fam,-122.360857,37.545984,Displayed
2019-03-25 21:07:01+00:00,Seapot Hot Pot & KBBQ,Ayce hot pot with mother,-122.311043,37.548564,Displayed
2019-03-26 02:46:48+00:00,Himawari,Ramen ramen,-122.323777,37.565808,Displayed
2019-03-26 04:45:14+00:00,Super Cue Cafe,,-122.284749,37.544687,Displayed
2019-03-26 20:51:51+00:00,Naan N Masala,Steffi and Hannah’s favorite Indian place :O,-121.885353,37.433323,Displayed
2019-03-28 18:30:43+00:00,San Tung,That good good,-122.469034,37.763729,Displayed
2019-03-30 00:22:33+00:00,Broadway Prime,Last spring break dinner,-122.365485,37.585445,Displayed
2019-03-31 18:24:47+00:00,Islands Restaurant,Bottomless fries,-118.353215,33.869115,Displayed
2019-03-31 20:18:37+00:00,Gong Cha,Pictures!,-118.309502,33.865317,Displayed
2019-04-02 02:29:45+00:00,Muma Kitchen,Happy birthday kurtis,-118.434766,34.047539,Displayed
2019-04-03 06:23:21+00:00,Max Karaoke Studio,Losing my voice,-118.448147,34.0644,Displayed
2019-04-03 19:24:54+00:00,Howlin' Ray's,2 sandos,-118.239775,34.061459,Displayed
2019-04-04 20:06:29+00:00,El Chato Taco Truck,,-118.448305,34.064386,Displayed
2019-04-06 01:56:23+00:00,Chipotle Mexican Grill,Pre retreat,-118.343417,34.151834,Displayed
2019-04-08 20:27:21+00:00,Din Tai Fung,They close it so perfectly -hannah,-118.417256,34.057814,Displayed
2019-04-09 04:36:32+00:00,Ginger’s Divine Ice Creams,Jack Daniels,-118.431182,33.99672,Displayed
2019-04-11 23:33:35+00:00,Roscoe's House of Chicken & Waffles - West LA,Rachel’s favorite location...,-118.448288,34.064403,Displayed
2019-04-12 05:48:02+00:00,Ave 26 Taco Stand,Tacos tacos tacos,-118.216985,34.082816,Displayed
2019-04-12 21:26:43+00:00,India's Tandoori,Marilyn Monroes grave with mand eye,-118.463372,34.04824,Displayed
2019-04-13 06:33:18+00:00,McDonald's,Just cuz,-118.298576,33.872605,Displayed
2019-04-14 00:29:34+00:00,Junbi Matcha & Tea - Westwood,Boba with Preston,-118.447727,34.062407,Displayed
2019-04-14 02:20:29+00:00,Shabu Hyang,Ayce hot pot with Preston,-118.309346,34.061801,Displayed
2019-04-14 18:45:27+00:00,Hakata Ikkousha Ramen,Ramennn,-118.310164,33.832335,Displayed
2019-04-15 19:28:05+00:00,Plan Check Kitchen + Bar,Retreat team seniors,-118.446008,34.04372,Displayed
2019-04-17 05:53:49+00:00,BJ's Restaurant & Brewhouse,Chips and guac and pizookies,-118.447211,34.06291,Displayed
2019-04-18 00:56:14+00:00,Coffee Tomo,Oops,-118.448213,34.064331,Displayed
2019-04-18 04:36:42+00:00,Barney's Beanery,Trivia,-118.446767,34.061536,Displayed
2019-04-18 06:52:49+00:00,Lamonica's NY Pizza,Post trivia half a pizza,-118.447103,34.061112,Displayed
2019-04-18 20:37:02+00:00,Kogi BBQ Truck,Famous,-118.413543,34.054832,Displayed
2019-04-18 21:32:37+00:00,B Sweet Dessert Bar,Bread pudding does not have pudding in it -Joyce,-118.441219,34.038389,Displayed
2019-04-20 03:51:58+00:00,Plan Check Kitchen + Bar,For Pedro,-118.445967,34.043864,Displayed
2019-04-20 04:39:15+00:00,Ginger’s Divine Ice Creams,For Vannica,-118.431341,33.996565,Displayed
2019-04-22 01:28:41+00:00,Sushi Ippo,Finally retreat team hangout,-118.309388,34.061667,Displayed
2019-04-22 21:49:02+00:00,Hangari Kalguksu,Jeremy is racist,-118.297653,34.062881,Displayed
2019-04-24 03:07:54+00:00,Costco Wholesale,$10 challenge,-118.448237,34.064323,Displayed
2019-04-27 20:44:42+00:00,Disney California Adventure Park,Screamin,-117.918698,33.804823,Displayed
2019-04-28 03:43:28+00:00,Pho 79 Restaurant,Post Disney pho,-117.95567,33.752511,Displayed
2019-04-28 04:34:32+00:00,7 Leaves Cafe,Boba boba,-117.958436,33.759217,Displayed
2019-04-28 18:26:54+00:00,Da Maat,Post church lunch,-118.335576,33.822613,Displayed
2019-04-29 21:36:41+00:00,Goodboybob Coffee Roasters,Parallel parking with Hannah,-118.476175,34.028164,Displayed
2019-04-29 23:32:56+00:00,Dks Donuts & Bakery,Donut donut,-118.483421,34.025839,Displayed
2019-04-30 05:26:43+00:00,Ave 26 Taco Stand,10,-118.239719,34.067109,Displayed
2019-04-30 17:31:39+00:00,Philippe the Original,French dip French dip,-118.237169,34.0596,Displayed
2019-04-30 19:58:12+00:00,Coffee Tomo,Waiting for a review,-118.443069,34.039543,Displayed
2019-04-30 20:01:46+00:00,Donut Friend,Vegan donuts,-118.442632,34.039277,Displayed
2019-04-30 23:24:40+00:00,Millet Crepe,No way that’s crazy,-118.443473,34.040496,Displayed
2019-05-01 02:01:35+00:00,BJ's Restaurant & Brewhouse,Happy birthday griffin,-118.447199,34.062777,Displayed
2019-05-01 06:04:48+00:00,Alley Lounge,Happy birthday mandi!!,-118.42617,33.997556,Displayed
2019-05-03 01:51:16+00:00,Totto Ramen - Midtown East,Just landed,-73.968039,40.756206,Displayed
2019-05-03 17:00:13+00:00,Ben's Cookies,Cookies,-73.991285,40.733103,Displayed
2019-05-03 22:08:27+00:00,Bleecker Street Pizza,Pizzzaaaa,-74.003443,40.732204,Displayed
2019-05-03 23:13:51+00:00,Grom,Gelato,-74.002617,40.730204,Displayed
2019-05-03 23:41:37+00:00,John's of Bleecker Street,Pizzzaaaa,-74.00322,40.731738,Displayed
2019-05-04 15:54:02+00:00,New World Mall Food Court,,-73.829213,40.759733,Displayed
2019-05-04 16:56:52+00:00,Peking Duck Sandwich Stall,X4,-73.830574,40.75871,Displayed
